Timestamp,How many years of software development experience do you have?,In what technologies are you proficient?,What university degree did you obtain?,"If applicable, what university(ies) did you attend?","What percentage of your work time do you spend developing software as opposed to performing other tasks like managing other people or projects, making sales, etc.?",Please select all that apply:,Referring to the company or project that you work for most of the time:,"If applicable, how many full-time employees does the company that you work for have?","If applicable, what's your job title at the company that you work at?","Excluding equity, how much money do you earn on a monthly basis?","Are you earning equity (stock, stock options, etc.)?"
1/16/2015 5:17:29,5 to 6 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, Python",Ingeniero de Sistemas,,80%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,CTO,"USD$3,000 - USD$3,999",Yes
1/16/2015 12:25:55,9 to 10 years,"C#, Java, Javascript, Mobile apps (Android), PHP, SQL",Ingeniero de Sistemas,,90%,I do freelance work,It's a company located outside of Colombia,10 - 19 employees,Back End Developer,"USD$2,000 - USD$2,999",No
1/18/2015 5:36:42,2 to 3 years,"HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS), PHP",I am still in high school,Universidad Distrital,60%,I do freelance work,It's exclusively a Colombian company,< 10 employees,Developer,"USD$1,000 - USD$1,999",Yes
1/16/2015 2:39:28,< 1 year,Java,Ingeniero de Sistemas,universidad nacional de colombia,100%,I am employed full-time,It's exclusively a Colombian company,>= 1000 employees,analista de implementación de software,USD$1 - USD$999,No
1/15/2015 16:45:34,2 to 3 years,"Python, Ruby","I took some university classes, but did not graduate",uninorte,100%,I am employed full-time,It's exclusively a Colombian company,20 to 49 employees,,USD$1 - USD$999,Yes
1/16/2015 4:57:55,4 to 5 years,"C++, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Python, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,80%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's a multinational with presence in Colombia,< 10 employees,Multimedia Programmer,"USD$1,000 - USD$1,999",Yes
1/16/2015 5:12:14,4 to 5 years,"HTML/CSS, Javascript, PHP",Ingeniero de Sistemas,,50%,I do freelance work,It's exclusively a Colombian company,< 10 employees,,"USD$1,000 - USD$1,999",No
1/17/2015 9:30:26,> 10 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Windows), SQL, UML, Visual Basic",Ingeniero de Sistemas,,50%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 14:37:22,< 1 year,"C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Ruby, SQL, UML","I took some university classes, but did not graduate",Universidad del sinu seccional cartagena,50%,I am unemployeed,,,,$0,No
1/15/2015 11:07:25,7 to 8 years,Java,Ingeniero de Sistemas,Universidad Tecnologica de Bolivar,90%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's a multinational with presence in Colombia,20 to 49 employees,Senior Software Developer,"USD$3,000 - USD$3,999",No
1/15/2015 10:24:24,1 to 2 years,"HTML/CSS, Javascript, Mobile apps (Android)",Ingeniero de Sistemas,,90%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,,,USD$1 - USD$999,Yes
1/15/2015 14:16:52,2 to 3 years,"ASP .NET, C#, HTML/CSS, Javascript",Ingeniero de Sistemas,Universidad de Nariño,50%,I am unemployeed,It's exclusively a Colombian company,10 - 19 employees,Programador,USD$1 - USD$999,No
1/15/2015 22:24:17,> 10 years,"HTML/CSS, Javascript, PHP",I am still in high school,,80%,I am employed full-time,It's a multinational with presence in Colombia,200 to 499 employees,Jefe de SEO ,"USD$2,000 - USD$2,999",No
1/15/2015 13:20:59,5 to 6 years,"HTML/CSS, Java, PHP, SQL, UML",Ingeniero de Sistemas,,70%,"I am employed full-time, I do freelance work",It's exclusively a Colombian company,200 to 499 employees,Software engineer,"USD$2,000 - USD$2,999",Yes
1/15/2015 17:08:29,> 10 years,"ASP .NET, Assembly, C, C#, C++, Cobol, HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (Blackberry), Mobile apps (iOS), Mobile apps (Windows), Objective-C, PHP, Python, SQL, UML, Visual Basic",Ingeniero de Sistemas,,90%,"I do freelance work, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,,,"USD$5,000 - USD$5,999",No
1/15/2015 13:57:37,4 to 5 years,"C#, Mobile apps (Windows), SQL",Other degree,Universidad Santo tomás,30%,"I am employed full-time, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,500 to 999 employees,Analista Programador,"USD$2,000 - USD$2,999",No
1/15/2015 12:28:33,4 to 5 years,"C, Java, Javascript, Mobile apps (Android), PHP, SQL",Other degree,Universidad de antioquia,50%,"I am employed part-time, I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,Ingeniero de soluciones,USD$1 - USD$999,No
1/15/2015 11:23:15,> 10 years,"Javascript, PHP, Ruby",I didn't attend a university,,70%,"I am employed full-time, I do freelance work, I am an entrepreneur",It's a company located outside of Colombia,50 to 99 employees,Developer,"USD$4,000 - USD$4,999",No
1/15/2015 20:34:32,< 1 year,"HTML/CSS, Javascript",Other degree,,40%,"I do freelance work, I am an entrepreneur, I'm only coding for fun, I am unemployeed",It's exclusively a Colombian company,< 10 employees,,USD$1 - USD$999,No
1/15/2015 12:50:26,> 10 years,"ASP .NET, C#, HTML/CSS, Mobile apps (Windows), PHP, SQL",Other degree,,80%,"I do freelance work, I am an entrepreneur",It's exclusively a Colombian company,< 10 employees,Technical Lead,"USD$1,000 - USD$1,999",No
1/15/2015 10:11:26,> 10 years,"Javascript, PHP, SQL",Other degree,Universidad Distrital,100%,I do freelance work,It's a company located outside of Colombia,200 to 499 employees,Software developer,"USD$5,000 - USD$5,999",No
1/16/2015 8:28:03,4 to 5 years,"PHP, Python",Other degree,Ingeniero Electrónico,70%,I am employed full-time,It's a multinational with presence in Colombia,50 to 99 employees,web programmer,"USD$1,000 - USD$1,999",No
1/18/2015 3:01:21,7 to 8 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, Python, SQL",Ingeniero de Sistemas,UPB,80%,I am an entrepreneur,It's a company located outside of Colombia,,Lead Software Engineer ,"USD$5,000 - USD$5,999",Yes
1/17/2015 0:04:51,4 to 5 years,"C, C#, C++, HTML/CSS, Java, Javascript, Mobile apps (iOS), Objective-C, PHP, Python, SQL, UML",Ingeniero de Sistemas,Universidad de los Andes,80%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Chief Technology Officer,"USD$2,000 - USD$2,999",Yes
1/15/2015 12:14:06,5 to 6 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Android), Mobile apps (iOS), Mobile apps (Windows), SQL, UML",Ingeniero de Sistemas,politecnico jaime isaza cadavid,80%,I am an entrepreneur,It's exclusively a Colombian company,< 10 employees,CTO,"USD$1,000 - USD$1,999",Yes
1/15/2015 10:31:33,3 to 4 years,"Java, UML",Ingeniero de Sistemas,Universidad Piloto de Colombia y Universidad de los Andes,100%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,Ingeniero de desarrollo,"USD$1,000 - USD$1,999",No
1/16/2015 7:14:20,7 to 8 years,"ASP .NET, C, C#, C++, Java, Javascript, Mobile apps (Android), PHP, SQL",Ingeniero de Sistemas,Cooperativa de Colombia,40%,I am employed full-time,It's a multinational with presence in Colombia,500 to 999 employees,.NET Developer,"USD$2,000 - USD$2,999",No
1/15/2015 13:04:03,6 to 7 years,"HTML/CSS, Javascript, PHP, Ruby, SQL",Ingeniero de Sistemas,Universidad de Manizales,100%,"I am employed full-time, I do freelance work",It's a company located outside of Colombia,10 - 19 employees,Internet Developer,"USD$1,000 - USD$1,999",Yes
1/15/2015 18:44:20,6 to 7 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, PHP, SQL, UML",Ingeniero de Sistemas,Universidad del Vvalle,80%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,IT Coodinator,"USD$1,000 - USD$1,999",No
1/16/2015 4:42:20,2 to 3 years,"C, Java, Matlab",Other degree,Universidad Pontificia Bolivariana,30%,I am employed full-time,It's exclusively a Colombian company,500 to 999 employees,Junior researcher,"USD$1,000 - USD$1,999",No
1/16/2015 14:17:16,4 to 5 years,"ASP .NET, C, C#, HTML/CSS, Javascript, SQL, UML, Visual Basic",Ingeniero de Sistemas,Universidad de Manizales,40%,I am employed full-time,It's a multinational with presence in Colombia,500 to 999 employees,Project Manager,"USD$1,000 - USD$1,999",No
1/15/2015 12:28:07,3 to 4 years,"C#, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, Python, Ruby, SQL",Ingeniero de Sistemas,UPTC,90%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Globant,"USD$2,000 - USD$2,999",No
1/16/2015 17:37:01,4 to 5 years,"C#, Groovy, Java, Javascript, Mobile apps (Android), Mobile apps (Windows), PHP, Python, SQL, UML",Ingeniero de Sistemas,Autonomous University of the Caribbean,40%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's a multinational with presence in Colombia,>= 1000 employees,Senior Software Developmnent Engineer,"USD$1,000 - USD$1,999",Yes
1/15/2015 12:33:37,> 10 years,"Ruby, SQL, Visual Basic",Other degree,Rafael Bellloso Chacin (Venezuela),90%,I am unemployeed,It's exclusively a Colombian company,< 10 employees,backend developer,"USD$1,000 - USD$1,999",No
1/15/2015 13:42:02,4 to 5 years,"HTML/CSS, Javascript, Python, Ruby, SQL",Ingeniero de Sistemas,,40%,"I am employed full-time, I'm only coding for fun",It's a company located outside of Colombia,10 - 19 employees,Web Developer,"USD$4,000 - USD$4,999",No
1/15/2015 13:42:26,4 to 5 years,"C++, HTML/CSS, Javascript, Ruby, Shell",Ingeniero de Sistemas,Universidad EAFIT,30%,"I do freelance work, I'm only coding for fun",It's a company located outside of Colombia,< 10 employees,Ruby and JS consultant,"USD$5,000 - USD$5,999",No
1/16/2015 5:56:48,1 to 2 years,"C++, HTML/CSS, Java, PHP, SQL, UML",Ingeniero en Multimedia,,70%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,,USD$1 - USD$999,No
1/15/2015 14:10:17,> 10 years,"ASP .NET, C#, HTML/CSS, Java, SQL",Other degree,Escuela Colombiana De Ingeniería,70%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Solutions Architect,"USD$8,000 - USD$8,999",Yes
1/16/2015 9:53:11,3 to 4 years,"HTML/CSS, Java, Javascript, PHP, SQL",Ingeniero de Sistemas,Universidad Piloto de Colombia,80%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,Ingeniero Capa de Presentación,"USD$1,000 - USD$1,999",No
1/15/2015 12:20:02,6 to 7 years,"Javascript, Python, Ruby",Other degree,Maestria de Sistemas y Computación en la Universidad de los Andes,80%,I am employed full-time,It's a company located outside of Colombia,10 - 19 employees,Senior API Developer,"USD$5,000 - USD$5,999",Yes
1/16/2015 9:01:46,3 to 4 years,"Java, SQL, UML",Ingeniero de Sistemas,,60%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 14:21:14,6 to 7 years,"HTML/CSS, Javascript, Mobile apps (iOS), PHP, Python, Ruby, Shell, SQL",Ingeniero en Multimedia,University of Southern California,100%,"I am employed full-time, I am an entrepreneur",It's a company located outside of Colombia,10 - 19 employees,Software Engineer,"USD$8,000 - USD$8,999",Yes
1/15/2015 13:27:49,4 to 5 years,"ASP .NET, C#, HTML/CSS, Javascript, Mobile apps (Windows), SQL, UML",Ingeniero de Sistemas,Universidad de Medellin,80%,I do freelance work,It's a multinational with presence in Colombia,,Desarrollador .net,"USD$2,000 - USD$2,999",Yes
1/17/2015 11:05:45,6 to 7 years,"Java, Javascript, Ruby, SQL","I took some university classes, but did not graduate",,90%,"I am employed full-time, I am an entrepreneur",It's a multinational with presence in Colombia,50 to 99 employees,,"USD$1,000 - USD$1,999",No
1/17/2015 18:09:09,> 10 years,"CRM, HTML/CSS, Perl, PHP, Python, Shell, SQL",Ingeniero de Sistemas,"Unal,UDistrital,Uniandes",10%,"I am employed full-time, I am an entrepreneur",It's exclusively a Colombian company,20 to 49 employees,,"USD$4,000 - USD$4,999",Yes
1/15/2015 14:19:53,2 to 3 years,"ASP .NET, C#, Javascript, Python",I am still in high school,Universidad santiago de cali,80%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Ingeniero de desarrollo de software,USD$1 - USD$999,No
1/15/2015 15:15:46,4 to 5 years,"Java, PHP, Python, SQL",Ingeniero de Sistemas,,70%,I am employed full-time,It's a multinational with presence in Colombia,10 - 19 employees,,USD$1 - USD$999,No
1/15/2015 10:26:14,2 to 3 years,"HTML/CSS, Javascript, Mobile apps (iOS), Objective-C, SQL","I took some university classes, but did not graduate",Sena y Polictecnico GranColombiano,40%,"I do freelance work, I'm only coding for fun",It's exclusively a Colombian company,,,"USD$1,000 - USD$1,999",Yes
1/20/2015 8:55:34,5 to 6 years,"ASP .NET, C#, SQL",Ingeniero de Sistemas,UPB,50%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Director de Desarrollo,"USD$1,000 - USD$1,999",No
1/15/2015 14:33:25,3 to 4 years,"HTML/CSS, Javascript",Ingeniero de Sistemas,,80%,I am employed full-time,It's a company located outside of Colombia,50 to 99 employees,Frontend Developer,"USD$1,000 - USD$1,999",No
1/17/2015 11:09:08,4 to 5 years,"Assembly, C++, Groovy, Java, Javascript, Mobile apps (Android), SharePoint",Ingeniero de Sistemas,Universidad de Los Andes,70%,I am employed full-time,It's exclusively a Colombian company,10 - 19 employees,Systems Consultant,"USD$2,000 - USD$2,999",No
1/15/2015 10:22:41,7 to 8 years,"HTML/CSS, Java, Javascript, Mobile apps (Android), Mobile apps (iOS), Objective-C, PHP, Shell, SQL, UML",Ingeniero de Sistemas,UDES,60%,"I am employed full-time, I am an entrepreneur, I'm only coding for fun",It's exclusively a Colombian company,< 10 employees,CTO,"USD$3,000 - USD$3,999",Yes
1/15/2015 14:18:33,2 to 3 years,"C#, C++, HTML/CSS, Javascript, Mobile apps (Windows), Python",Ingeniero de Sistemas,"Tec de Monterry, Campus Estado de Mexico",90%,I am employed full-time,It's a company located outside of Colombia,>= 1000 employees,Software Engineer,"USD$8,000 - USD$8,999",Yes
1/16/2015 14:06:44,> 10 years,"ASP .NET, C#, HTML/CSS, Java, Javascript, Mobile apps (Android), PHP, Python, SQL, UML",Ingeniero de Sistemas,andes,30%,"I am employed full-time, I do freelance work",It's a multinational with presence in Colombia,100 to 199 employees,technical director,"USD$4,000 - USD$4,999",Yes
1/15/2015 10:03:42,5 to 6 years,"ASP .NET, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,Politécnico Jaime Isaza Cadavid,90%,I am employed full-time,It's a multinational with presence in Colombia,500 to 999 employees,Project Consultant,"USD$1,000 - USD$1,999",No
1/15/2015 15:47:41,9 to 10 years,"ASP .NET, C#, HTML/CSS, Javascript, SQL",Ingeniero de Sistemas,UPTC Tunja,80%,"I am employed part-time, I do freelance work",It's exclusively a Colombian company,500 to 999 employees,Ingeniero Consultor,"USD$4,000 - USD$4,999",No
1/15/2015 10:27:18,3 to 4 years,Java,Ingeniero de Sistemas,Universidad Autónoma del Caribe,100%,I am employed full-time,It's a company located outside of Colombia,50 to 99 employees,Java Developer,"USD$1,000 - USD$1,999",No
1/16/2015 12:12:19,8 to 9 years,"HTML/CSS, Javascript, PHP, SQL, Visual Basic",I am still in high school,,70%,"I am employed full-time, I do freelance work, I am an entrepreneur",,< 10 employees,,"USD$1,000 - USD$1,999",Yes
1/15/2015 11:12:14,< 1 year,"C++, HTML/CSS, Javascript, Matlab, Mobile apps (Android), PHP, Python, SQL, UML",Ingeniero de Sistemas,,40%,"I am employed full-time, I do freelance work, I'm only coding for fun",It's exclusively a Colombian company,20 to 49 employees,frontend dev,USD$1 - USD$999,Yes
1/15/2015 12:31:28,1 to 2 years,"C, C#, C++, HTML/CSS, Java, Javascript, PHP, Python, SQL, Visual Basic",Ingeniero de Sistemas,universidad del norte,20%,"I am employed full-time, I'm only coding for fun",It's a multinational with presence in Colombia,500 to 999 employees,Consultor SAP,USD$1 - USD$999,No
1/15/2015 17:33:55,2 to 3 years,"HTML/CSS, Javascript, PHP, Ruby, UML",Ingeniero de Sistemas,Universidad Distrital Francisco José de Caldas,70%,I do freelance work,It's exclusively a Colombian company,,,USD$1 - USD$999,No
1/18/2015 6:00:16,2 to 3 years,"HTML/CSS, Java, Javascript",Other degree,Ucc,80%,I am employed full-time,It's exclusively a Colombian company,100 to 199 employees,Analist ,"USD$1,000 - USD$1,999",No
1/16/2015 8:54:11,1 to 2 years,SQL,Ingeniero de Sistemas,u del magdalena,50%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,,USD$1 - USD$999,No
1/17/2015 6:13:48,1 to 2 years,"ASP .NET, C#, SQL",Ingeniero de Sistemas,Universidad del Valle,80%,I am employed full-time,It's exclusively a Colombian company,200 to 499 employees,Ingenierro de Desarrollo,USD$1 - USD$999,No
1/16/2015 15:54:59,1 to 2 years,"Java, Javascript, Scala",Ingeniero de Sistemas,Universidad de los andes,100%,I am employed full-time,It's exclusively a Colombian company,50 to 99 employees,,"USD$1,000 - USD$1,999",No
1/15/2015 12:58:27,8 to 9 years,"C, C++",Ingeniero de Sistemas,Universidad Industrial de Santander,100%,I am employed full-time,It's exclusively a Colombian company,< 10 employees,Software Developer,"USD$1,000 - USD$1,999",No
1/15/2015 15:24:23,4 to 5 years,"Java, Mobile apps (Android), SQL, Visual Basic",Ingeniero de Sistemas,Universidad Simon Bolivar,70%,I am employed full-time,It's a multinational with presence in Colombia,20 to 49 employees,Gerente de proyectos,"USD$1,000 - USD$1,999",No
1/15/2015 11:21:53,> 10 years,"Java, Javascript, SQL, UML",Ingeniero de Sistemas,,100%,I am employed full-time,It's a multinational with presence in Colombia,>= 1000 employees,Java Dev sr.,"USD$1,000 - USD$1,999",No
1/15/2015 11:38:40,5 to 6 years,"ASP .NET, C++, HTML/CSS, Java, Javascript, Matlab, Objective-C, PHP, UML, Visual Basic",Other degree,Ingeniero electrónico y telecomunicaciones,50%,I do freelance work,It's exclusively a Colombian company,< 10 employees,fullstack dev,"USD$2,000 - USD$2,999",No
